"Zeit";"Einstrahlung auf die Horizontale ";"Diffusstrahlung auf die Horizontale ";"Außentemperatur ";"Gebäude 01-Dachfläche Süd: Sonnenhöhe ";"Gebäude 01-Dachfläche Süd: Einstrahlung auf die geneigte Fläche ";"Gebäude 01-Dachfläche Süd: Modultemperatur ";"Strom (AC) Wechselrichter 1 (SolarEdge SE10K-RWS-EU-APAC/AUS)  ";"Leerlaufspannung (MPP 1, Wechselrichter 1 (SolarEdge SE10K-RWS-EU-APAC/AUS)) ";"MPP-Spannung (MPP 1, Wechselrichter 1 (SolarEdge SE10K-RWS-EU-APAC/AUS)) ";"Netzeinspeisung ";"Netzbezug ";"Verbrauch ";"Einspeiseabregelung ";"Eigenverbrauch ";"Globalstrahlung horizontal ";"Abweichung vom Standardspektrum ";"Bodenreflexion (Albedo) ";"Ausrichtung und Neigung der Modulebene ";"Abschattung ";"Reflexion an Moduloberfläche ";"Einstrahlung auf die Modul-Rückseite ";"Globalstrahlung auf Modul ";"Gebäude 01-Dachfläche Süd: Globalstrahlung horizontal ";"Gebäude 01-Dachfläche Süd: Verluste durch Abweichung vom Standardspektrum ";"Gebäude 01-Dachfläche Süd: Verluste durch Bodenreflexion (Albedo) ";"Gebäude 01-Dachfläche Süd: Gewinne durch Ausrichtung und Neigung der Modulebene ";"Gebäude 01-Dachfläche Süd: Verluste durch Abschattung ";"Gebäude 01-Dachfläche Süd: Reflexion an Moduloberfläche ";"Gebäude 01-Dachfläche Süd: Einstrahlung auf die Modul-Rückseite ";"Gebäude 01-Dachfläche Süd: Globalstrahlung auf Modul ";"PV Globalstrahlung ";"Bifazialität ";"Verschmutzung ";"STC Konversion (Modul-Nennwirkungsgrad) ";"PV Nennenergie ";"Schwachlichtverhalten ";"Modulspezifische Teilabschattung ";"Abweichung von der Nenn-Modultemperatur ";"Dioden ";"Mismatch (Herstellerangaben) ";"Mismatch (Verschaltung/Abschattung) ";"Leistungsoptimierer (DC-Wandlung/Abregelung) ";"PV-Energie (DC) ohne Wechselrichter-Abregelung ";"Unterschreitung der DC-Startleistung ";"Abregelung wegen MPP-Spannungsbereich ";"Abregelung wegen max. DC-Strom ";"Abregelung wegen max. DC-Leistung ";"Abregelung wegen max. AC-Leistung/cos phi ";"MPP Anpassung ";"PV-Energie (DC) ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: PV Globalstrahlung ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch Bifazialität ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch Verschmutzung ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch STC Konversion (Modul-Nennwirkungsgrad) ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: PV Nennenergie ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch Modulspezifische Teilabschattung ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch Schwachlichtverhalten ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch Abweichung von der Nenn-Modultemperatur ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Dioden ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch Mismatch (Herstellerangaben) ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch Mismatch (Verschaltung/Abschattung) ";"Leistungsoptimierer (DC-Wandlung/Abregelung) *";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: PV-Energie (DC) ohne Wechselrichter-Abregelung ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Unterschreitung der DC-Startleistung ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Abregelung wegen MPP-Spannungsbereich ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Abregelung wegen max. DC-Strom ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Abregelung wegen max. DC-Leistung ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Abregelung wegen max. AC-Leistung/cos phi ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: Verluste durch MPP Anpassung ";"Wechselrichter 1 - MPP 1 - an Gebäude 01-Dachfläche Süd: PV-Energie (DC) ";"Energie am WR-Eingang ";"Abweichung der Eingangs- von der Nennspannung ";"DC/AC-Wandlung ";"Eigenverbrauch (Standby oder Nacht) ";"Kabelverluste Gesamt ";"PV-Energie (AC) abzgl. Standby-Verbrauch ";"Eingespeiste Energie ";"Wechselrichter 1 an Gebäude 01-Dachfläche Süd: Energie am WR-Eingang ";"Wechselrichter 1 an Gebäude 01-Dachfläche Süd: Verluste durch Abweichung der Eingangs- von der Nennspannung ";"Wechselrichter 1 an Gebäude 01-Dachfläche Süd: Verluste durch DC/AC-Wandlung ";"Wechselrichter 1 an Gebäude 01-Dachfläche Süd: Eigenverbrauch (Standby oder Nacht) ";"Wechselrichter 1 an Gebäude 01-Dachfläche Süd: Kabelverluste Gesamt ";"Wechselrichter 1 an Gebäude 01-Dachfläche Süd: PV-Energie (AC) abzgl. Standby-Verbrauch ";"Wechselrichter 1 an Gebäude 01-Dachfläche Süd: Eingespeiste Energie ";
09.10. 16:00;0,10194;0,0834;18,97;11,971;0,12097;22,72;4,9088;1440;736,54;1,1128;0;0,016195;0;0,016195;0,10194;-0,0010194;0,0018251;0,018221;0;0;0;0,12097;0,10194;-0,0010194;0,0018251;0,018221;0;0;0;0,12097;5,6692;0;0;-4,4498;1,2194;-0,031702;0;0,0081185;0;0;0;-0,0059792;1,1899;0;-0,020979;0;0;0;0;1,1689;5,6692;0;0;-4,4498;1,2194;0;-0,031702;0,0081185;0;0;0;-0,0059792;1,1899;0;-0,020979;0;0;0;0;1,1689;1,1689;0;-0,039858;0;0;1,129;1,129;1,1689;0;-0,039858;0;0;1,129;1,129;
09.10. 17:00;0,00337;0,0033363;17,52;3,0453;0,003095;17,96;0,001125;1440;441,55;0;1,2121;1,2123;0;0,00025869;0,00337;-3,37E-05;6,0336E-05;-0,00030168;0;0;0;0,003095;0,00337;-3,37E-05;6,0336E-05;-0,00030168;0;0;0;0,003095;0,14505;0;0;-0,11385;0,031199;-0,018939;0;0,00025885;0;0;0;-6,2597E-05;0,012457;0;-0,00055863;0;0;0;0;0,011898;0,14505;0;0;-0,11385;0,031199;0;-0,018939;0,00025885;0;0;0;-6,2597E-05;0,012457;0;-0,00055863;0;0;0;0;0,011898;0,011898;0;-0,01164;0;0;0,00025869;0,00025869;0,011898;0;-0,01164;0;0;0,00025869;0,00025869;
09.10. 18:00;0;0;16,88;-6,3327;0;16,96;-0,01087;0;0;0;1,5213;1,5188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
09.10. 19:00;0;0;16,24;-15,767;0;16,29;-0,01087;0;0;0;1,0956;1,0931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
09.10. 20:00;0;0;15,6;-24,845;0;15,65;-0,01087;0;0;0;0,28849;0,28599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
09.10. 21:00;0;0;14,9;-33,057;0;14,95;-0,01087;0;0;0;0,28489;0,28239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
09.10. 22:00;0;0;14,23;-39,728;0;14,28;-0,01087;0;0;0;0,089481;0,086981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
09.10. 23:00;0;0;13,56;-44,008;0;13,61;-0,01087;0;0;0;0,01868;0,01618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
10.10. 00:00;0;0;12,81;-45,495;0;12,87;-0,01087;0;0;0;0,16821;0,16571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
10.10. 01:00;0;0;12,08;-43,161;0;12,14;-0,01087;0;0;0;0,018736;0,016236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
10.10. 02:00;0;0;11,34;-37,891;0;11,4;-0,01087;0;0;0;0,018631;0,016131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
10.10. 03:00;0;0;10,97;-30,549;0;11;-0,01087;0;0;0;0,018696;0,016196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
10.10. 04:00;0;0;10,61;-21,939;0;10,64;-0,01087;0;0;0;0,018697;0,016197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
10.10. 05:00;0;0;10,36;-12,673;0;10,38;-0,01087;0;0;0;0,16966;0,16716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
10.10. 06:00;0,00011;0,0001089;10,38;-3,2135;0,00010102;10,38;-0,01087;0;0;0;0,44889;0,44639;0;0;0,00011;-1,1E-06;1,9694E-06;-9,8472E-06;0;0;0;0,00010102;0,00011;-1,1E-06;1,9694E-06;-9,8472E-06;0;0;0;0,00010102;0,0047345;0;0;-0,0037161;0,0010184;-0,0010184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0047345;0;0;-0,0037161;0,0010184;0;-0,0010184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
10.10. 07:00;0,07278;0,027939;11,76;6,0399;0,15937;15,66;6,869;1440;766,35;0,91696;0;0,66291;0;0,66291;0,07278;-0,0007278;0,0013031;0,086019;0;0;0;0,15937;0,07278;-0,0007278;0,0013031;0,086019;0;0;0;0,15937;7,4692;0;0;-5,8626;1,6066;-0,016108;0;0,044544;0;0;0;-0,0081752;1,6269;0;0;0;0;0;0;1,6269;7,4692;0;0;-5,8626;1,6066;0;-0,016108;0,044544;0;0;0;-0,0081752;1,6269;0;0;0;0;0;0;1,6269;1,6269;0;-0,046989;0;0;1,5799;1,5799;1,6269;0;-0,046989;0;0;1,5799;1,5799;
10.10. 08:00;0,20717;0,068399;13,92;14,682;0,3697;23,32;16,088;1440;765,77;3,5429;0;0,15728;0;0,15728;0,20717;-0,0020717;0,0037092;0,16089;0;0;0;0,3697;0,20717;-0,0020717;0,0037092;0,16089;0;0;0;0,3697;17,326;0;0;-13,599;3,7268;0,050681;0;0,018992;0;0;0;-0,018982;3,7775;0;0;0;0;0;0;3,7775;17,326;0;0;-13,599;3,7268;0;0,050681;0,018992;0;0;0;-0,018982;3,7775;0;0;0;0;0;0;3,7775;3,7775;0;-0,077283;0;0;3,7002;3,7002;3,7775;0;-0,077283;0;0;3,7002;3,7002;
10.10. 09:00;0,34236;0,091747;16,28;22,244;0,5867;31,5;24,824;1440;746,3;5,6934;0;0,016159;0;0,016159;0,34236;-0,0034236;0,0061296;0,24163;0;0;0;0,5867;0,34236;-0,0034236;0,0061296;0,24163;0;0;0;0,5867;27,496;0;0;-21,582;5,9143;0,082956;0;-0,11702;0;0;0;-0,029401;5,8508;0;-0,022184;0;0;0;0;5,8286;27,496;0;0;-21,582;5,9143;0;0,082956;-0,11702;0;0;0;-0,029401;5,8508;0;-0,022184;0;0;0;0;5,8286;5,8286;0;-0,11906;0;0;5,7096;5,7096;5,8286;0;-0,11906;0;0;5,7096;5,7096;
10.10. 10:00;0,44708;0,11124;18,39;28,163;0,74963;38,13;30,937;1440;727,13;6,9504;0;0,16504;0;0,16504;0,44708;-0,0044708;0,0080045;0,29901;0;0;0;0,74963;0,44708;-0,0044708;0,0080045;0,29901;0;0;0;0,74963;35,132;0;0;-27,575;7,5568;0,073542;0;-0,30056;0;0;0;-0,036649;7,2931;0;-0,023628;0;0;0;0;7,2695;35,132;0;0;-27,575;7,5568;0;0,073542;-0,30056;0;0;0;-0,036649;7,2931;0;-0,023628;0;0;0;0;7,2695;7,2695;0;-0,15406;0;0;7,1154;7,1154;7,2695;0;-0,15406;0;0;7,1154;7,1154;
10.10. 11:00;0,50781;0,12653;20,17;31,829;0,84091;42,54;34,109;1440;714,05;7,829;0;0,016178;0;0,016178;0,50781;-0,0050781;0,0090918;0,32908;0;0;0;0,84091;0,50781;-0,0050781;0,0090918;0,32908;0;0;0;0,84091;39,41;0;0;-30,933;8,4769;0,054875;0;-0,44899;0;0;0;-0,040414;8,0424;0;-0,024248;0;0;0;0;8,0181;39,41;0;0;-30,933;8,4769;0;0,054875;-0,44899;0;0;0;-0,040414;8,0424;0;-0,024248;0;0;0;0;8,0181;8,0181;0;-0,17299;0;0;7,8452;7,8452;8,0181;0;-0,17299;0;0;7,8452;7,8452;
10.10. 12:00;0,52793;0,12442;21,54;32,75;0,87555;44,99;35,187;1440;707,02;8,0767;0;0,016189;0;0,016189;0,52793;-0,0052793;0,009452;0,34344;0;0;0;0,87555;0,52793;-0,0052793;0,009452;0,34344;0;0;0;0,87555;41,033;0;0;-32,207;8,8261;0,045179;0;-0,53214;0;0;0;-0,041696;8,2975;0;-0,025017;0;0;0;0;8,2724;41,033;0;0;-32,207;8,8261;0;0,045179;-0,53214;0;0;0;-0,041696;8,2975;0;-0,025017;0;0;0;0;8,2724;8,2724;0;-0,1795;0;0;8,0929;8,0929;8,2724;0;-0,1795;0;0;8,0929;8,0929;
10.10. 13:00;0,49437;0,11788;22,42;30,786;0,82405;44,69;33,219;1440;708,74;7,6241;0;0,016115;0;0,016115;0,49437;-0,0049437;0,0088512;0,32577;0;0;0;0,82405;0,49437;-0,0049437;0,0088512;0,32577;0;0;0;0,82405;38,62;0;0;-30,313;8,307;0,058233;0;-0,49419;0;0;0;-0,039355;7,8317;0;-0,023759;0;0;0;0;7,8079;38,62;0;0;-30,313;8,307;0;0,058233;-0,49419;0;0;0;-0,039355;7,8317;0;-0,023759;0;0;0;0;7,8079;7,8079;0;-0,16766;0;0;7,6403;7,6403;7,8079;0;-0,16766;0;0;7,6403;7,6403;
10.10. 14:00;0,41626;0,10107;22,8;26,227;0,70486;42,03;28,768;1440;717,4;6,6002;0;0,016365;0;0,016365;0,41626;-0,0041626;0,0074527;0,28531;0;0;0;0,70486;0,41626;-0,0041626;0,0074527;0,28531;0;0;0;0,70486;33,034;0;0;-25,928;7,1055;0,076805;0;-0,36698;0;0;0;-0,034076;6,7812;0;-0,023298;0;0;0;0;6,7579;33,034;0;0;-25,928;7,1055;0;0,076805;-0,36698;0;0;0;-0,034076;6,7812;0;-0,023298;0;0;0;0;6,7579;6,7579;0;-0,14138;0;0;6,6165;6,6165;6,7579;0;-0,14138;0;0;6,6165;6,6165;
10.10. 15:00;0,29141;0,088697;22,53;19,637;0,50113;36,48;20,882;1440;732,68;4,6376;0;0,16531;0;0,16531;0,29141;-0,0029141;0,0052174;0,20741;0;0;0;0,50113;0,29141;-0,0029141;0,0052174;0,20741;0;0;0;0,50113;23,486;0;0;-18,434;5,0517;0,071487;0;-0,17643;0;0;0;-0,024734;4,922;0;-0,020568;0;0;0;0;4,9015;23,486;0;0;-18,434;5,0517;0;0,071487;-0,17643;0;0;0;-0,024734;4,922;0;-0,020568;0;0;0;0;4,9015;4,9015;0;-0,098582;0;0;4,8029;4,8029;4,9015;0;-0,098582;0;0;4,8029;4,8029;
10.10. 16:00;0,15439;0,058;21,55;11,619;0,28224;29,68;11,886;1440;743,57;2,7178;0;0,016074;0;0,016074;0,15439;-0,0015439;0,0027642;0,12663;0;0;0;0,28224;0,15439;-0,0015439;0,0027642;0,12663;0;0;0;0,28224;13,227;0;0;-10,382;2,8452;0,020338;0;-0,040257;0;0;0;-0,014126;2,8111;0;-0,016877;0;0;0;0;2,7942;13,227;0;0;-10,382;2,8452;0;0,020338;-0,040257;0;0;0;-0,014126;2,8111;0;-0,016877;0;0;0;0;2,7942;2,7942;0;-0,060354;0;0;2,7339;2,7339;2,7942;0;-0,060354;0;0;2,7339;2,7339;
10.10. 17:00;0,0099;0,009801;20;2,7032;0,009092;20,91;0,02578;1440;572,55;0;1,0246;1,0305;0;0,0059295;0,0099;-9,9E-05;0,00017725;-0,00088624;0;0;0;0,009092;0,0099;-9,9E-05;0,00017725;-0,00088624;0;0;0;0,009092;0,42611;0;0;-0,33445;0,091654;-0,032531;0;0,0007259;0;0;0;-0,00029924;0,059549;0;-0,0025846;0;0;0;0;0,056965;0,42611;0;0;-0,33445;0,091654;0;-0,032531;0,0007259;0;0;0;-0,00029924;0,059549;0;-0,0025846;0;0;0;0;0,056965;0,056965;0;-0,051035;0;0;0,0059295;0,0059295;0,056965;0;-0,051035;0;0;0,0059295;0,0059295;
10.10. 18:00;0;0;19,5;-6,6708;0;19,6;-0,01087;0;0;0;0,97752;0,97502;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
10.10. 19:00;0;0;19;-16,108;0;19,04;-0,01087;0;0;0;1,6869;1,6844;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
10.10. 20:00;0;0;18,5;-25,194;0;18,54;-0,01087;0;0;0;1,4001;1,3976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
10.10. 21:00;0;0;17,99;-33,42;0;18,03;-0,01087;0;0;0;0,45868;0,45618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
10.10. 22:00;0;0;17,49;-40,106;0;17,53;-0,01087;0;0;0;0,054081;0,051581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
10.10. 23:00;0;0;16,99;-44,395;0;17,03;-0,01087;0;0;0;0,018654;0,016154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
11.10. 00:00;0;0;16,46;-45,872;0;16,5;-0,01087;0;0;0;0,01868;0,01618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
11.10. 01:00;0;0;15,92;-43,509;0;15,96;-0,01087;0;0;0;0,16856;0,16606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
11.10. 02:00;0;0;15,37;-38,203;0;15,41;-0,01087;0;0;0;0,018568;0,016068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
11.10. 03:00;0;0;15,05;-30,831;0;15,08;-0,01087;0;0;0;0,018675;0,016175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
11.10. 04:00;0;0;14,75;-22,201;0;14,77;-0,01087;0;0;0;0,018874;0,016374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
11.10. 05:00;0;0;14,55;-12,924;0;14,57;-0,01087;0;0;0;0,018629;0,016129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
11.10. 06:00;0,0001;9,9E-05;14,54;-3,4653;9,1839E-05;14,54;-0,01087;0;0;0;0,35756;0,35506;0;0;0,0001;-1E-06;1,7917E-06;-8,9528E-06;0;0;0;9,1839E-05;0,0001;-1E-06;1,7917E-06;-8,9528E-06;0;0;0;9,1839E-05;0,0043041;0;0;-0,0033783;0,00092579;-0,00092579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0043041;0;0;-0,0033783;0,00092579;0;-0,00092579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0025;0;-0,0025;0;0;0;0;-0,0025;0;-0,0025;0;
11.10. 07:00;0,03917;0,034263;15,32;5,7781;0,046794;16,44;1,4099;1440;712,53;0;0,12317;0,44745;0;0,32428;0,03917;-0,0003917;0,0007013;0,0073149;0;0;0;0,046794;0,03917;-0,0003917;0,0007013;0,0073149;0;0;0;0,046794;2,1931;0;0;-1,7213;0,47172;-0,045335;0;0,010949;0;0;0;-0,0021867;0,43515;0;-0,013884;0;0;0;0;0,42126;2,1931;0;0;-1,7213;0,47172;0;-0,045335;0,010949;0;0;0;-0,0021867;0,43515;0;-0,013884;0;0;0;0;0,42126;0,42126;0;-0,096986;0;0;0,32428;0,32428;0,42126;0;-0,096986;0;0;0,32428;0,32428;
11.10. 08:00;0,12735;0,10333;16,62;14,402;0,15158;20,41;6,4113;1440;751,34;1,4057;0;0,06887;0;0,06887;0,12735;-0,0012735;0,0022801;0,023226;0;0;0;0,15158;0,12735;-0,0012735;0,0022801;0,023226;0;0;0;0,15158;7,1041;0;0;-5,576;1,5281;-0,020793;0;0,020741;0;0;0;-0,00764;1,5204;0;0;0;0;0;0;1,5204;7,1041;0;0;-5,576;1,5281;0;-0,020793;0,020741;0;0;0;-0,00764;1,5204;0;0;0;0;0;0;1,5204;1,5204;0;-0,045757;0;0;1,4746;1,4746;1,5204;0;-0,045757;0;0;1,4746;1,4746;
11.10. 09:00;0,2023;0,1647;17,96;21,938;0,23247;23,97;9,9608;1440;754,72;2,2586;0;0,0324;0;0,0324;0,2023;-0,002023;0,003622;0,028571;0;0;0;0,23247;0,2023;-0,002023;0,003622;0,028571;0;0;0;0,23247;10,895;0;0;-8,5515;2,3435;0,0062365;0;0,0072709;0;0;0;-0,011785;2,3452;0;0;0;0;0;0;2,3452;10,895;0;0;-8,5515;2,3435;0;0,0062365;0,0072709;0;0;0;-0,011785;2,3452;0;0;0;0;0;0;2,3452;2,3452;0;-0,054183;0;0;2,291;2,291;2,3452;0;-0,054183;0;0;2,291;2,291;
